,Kingdom,Phylum,Class,Order,Family,Genus,predicted_copy_number
ASV7148,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade,2.825988142
ASV7149,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.640141331
ASV7150,Bacteria,Myxococcota,Polyangia,MSB-4B10,NA,NA,1.857219096
ASV7151,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.029302572
ASV7152,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,1.320796707
ASV7153,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,1.874449493
ASV7154,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,1.94418993
ASV7155,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,1.948664986
ASV7156,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,2.092933558
ASV7157,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,2.052168875
ASV7158,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,1.690201681
ASV7159,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.474494311
ASV7160,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,1.960916572
ASV7161,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,1.838663686
ASV7162,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.101928399
ASV7163,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.971139829
ASV7164,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,3.980609316
ASV7165,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,1.996658664
ASV7166,Bacteria,FCPU426,NA,NA,NA,NA,3.439505075
ASV7167,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,2.04251539
ASV7168,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,2.544474677
ASV7169,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,NA,NA,3.116279
ASV7170,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,2.132303464
ASV7171,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,1.761738284
ASV7172,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,2.579627865
ASV7173,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Novibacillus,5.877565254
ASV7174,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.630961524
ASV7175,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,1.952726124
ASV7176,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,7.500646806
ASV7177,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.86714222
ASV7178,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.63551695
ASV7179,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,1.850660852
ASV7180,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,1.552350839
ASV7181,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.35288024
ASV7182,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,2.125752347
ASV7183,Bacteria,FCPU426,NA,NA,NA,NA,4.29841589
ASV7184,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.154525715
ASV7185,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,2.257683749
ASV7186,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,2.291153354
ASV7187,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,1.447627216
ASV7188,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.468800714
ASV7189,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,2.877771345
ASV7190,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type III,NA,2.189794436
ASV7191,Bacteria,Planctomycetota,OM190,NA,NA,NA,3.186028769
ASV7192,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA,1.376100262
ASV7193,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,NA,1.552165786
ASV7194,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,1.748129148
ASV7195,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,1.622622046
ASV7196,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,3.023507791
ASV7197,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,2.172889218
ASV7198,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,1.326257612
ASV7199,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,1.595287009
ASV7200,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,1.881237324
ASV7201,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,1.490798119
ASV7202,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.634083623
ASV7203,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.44850413
ASV7204,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.379807127
ASV7205,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,3.363332902
ASV7206,Bacteria,Chloroflexi,OLB14,NA,NA,NA,2.088387296
ASV7207,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,5.478468835
ASV7208,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,1.488729618
ASV7209,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,1.770067259
ASV7210,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,1.960526973
ASV7211,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,1.803680885
ASV7212,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,2.375369394
ASV7213,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,1.403081265
ASV7214,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,1.638557579
ASV7215,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA,2.446405261
ASV7216,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,1.83490255
ASV7217,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,2.57596635
ASV7218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,1.812384335
ASV7219,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.96126893
ASV7220,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,2.584070929
ASV7221,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.786695054
ASV7222,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,2.490126126
ASV7223,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,NA,NA,1.749963314
ASV7224,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,2.659120561
ASV7225,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,3.533215569
ASV7226,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,2.283189295
ASV7227,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.907272812
ASV7228,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,1.928579596
ASV7229,Bacteria,Armatimonadota,NA,NA,NA,NA,2.635483645
ASV7230,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106,3.986501493
ASV7231,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,5.094666674
ASV7232,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,2.178935705
ASV7233,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,2.158144655
ASV7234,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,1.761757747
ASV7235,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.136723902
ASV7236,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,4.35626591
ASV7237,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,3.449263885
ASV7238,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,2.100371974
ASV7239,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,4.436306008
ASV7240,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,1.734058078
ASV7241,Bacteria,Chloroflexi,OLB14,NA,NA,NA,1.903403043
ASV7242,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes VC2.1 Bac22,NA,NA,1.769074013
ASV7243,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,2.776349793
ASV7244,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,1.815423698
ASV7245,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,2.93633764
ASV7246,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,1.41070454
ASV7247,Bacteria,Planctomycetota,OM190,NA,NA,NA,1.998165671
ASV7248,Bacteria,Chloroflexi,OLB14,NA,NA,NA,1.730025872
ASV7249,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,2.486472289
ASV7250,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,1.2786663
ASV7251,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,2.173898973
ASV7252,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,2.732377076
ASV7253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,1.079440263
ASV7254,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,3.651857871
ASV7255,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,2.787466649
ASV7256,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,2.03896311
ASV7257,Bacteria,Bacteroidota,Bacteroidia,SM1A07,NA,NA,2.566483695
ASV7258,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,2.321565144
ASV7259,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,2.071126438
ASV7260,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,8.487087976
ASV7261,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,2.331063157
ASV7262,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,2.174005772
ASV7263,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,2.429412581
ASV7264,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,1.339996062
ASV7265,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,5.87313969
ASV7266,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,2.379801584
ASV7267,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,2.653228862
ASV7268,Bacteria,Armatimonadota,NA,NA,NA,NA,3.292266509
ASV7269,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,2.562360025
ASV7270,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,2.470726975
ASV7271,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,1.176911493
ASV7272,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,2.142209863
ASV7273,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,1.259486099
ASV7274,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,3.643623482
ASV7275,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.549277076
ASV7276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,3.121862965
ASV7277,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,3.602383516
ASV7278,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,1.851184564
ASV7279,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 8,10.04198045
ASV7280,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,2.867057666
ASV7281,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,2.051590524
ASV7282,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,2.69861358
ASV7283,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,NA,NA,2.719480987
ASV7284,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.704094836
ASV7285,Bacteria,NA,NA,NA,NA,NA,1.710040431
ASV7286,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,1.703903078
ASV7287,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,1.403034704
ASV7288,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,1.474585754
ASV7289,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.379004316
ASV7290,Bacteria,Planctomycetota,NA,NA,NA,NA,3.025567946
ASV7291,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA,1.814422663
ASV7292,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 15,NA,NA,1.610350284
ASV7293,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,2.090904424
ASV7294,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.397315633
ASV7295,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.784393542
ASV7296,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,1.888682279
ASV7297,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,1.733158158
ASV7298,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,2.21700047
ASV7299,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,3.034245232
ASV7300,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,3.16324053
ASV7301,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,1.957288901
ASV7302,Bacteria,Cyanobacteria,NA,NA,NA,NA,1.51445946
ASV7303,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,1.449206159
ASV7304,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin118,2.501929032
ASV7305,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,3.345079257
ASV7306,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,2.13717007
ASV7307,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,2.578060957
ASV7308,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,7.413781852
ASV7309,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,1.343071903
ASV7310,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.433917372
ASV7311,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,1.389879341
ASV7312,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,1.921687998
ASV7313,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,1.938565599
ASV7314,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,1.278181212
ASV7315,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,2.092102201
ASV7316,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,3.665994966
ASV7317,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,8.509470509
ASV7318,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,1.680951895
ASV7319,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,1.269545766
ASV7320,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,6.043659316
ASV7321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,2.048135462
ASV7322,Bacteria,Chloroflexi,TK10,NA,NA,NA,2.280836412
ASV7323,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,3.720783838
ASV7324,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,1.184270727
ASV7325,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.250821135
ASV7326,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,2.217026867
ASV7327,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,1.786896656
ASV7328,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,3.727982274
ASV7329,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,1.25227851
ASV7330,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type III,NA,2.015644605
ASV7331,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,1.916982709
ASV7332,Bacteria,Actinobacteriota,NA,NA,NA,NA,2.35433971
ASV7333,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.502963073
ASV7334,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,2.711659188
ASV7335,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,2.178008597
ASV7336,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.655732989
ASV7337,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,3.534459375
ASV7338,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,1.603696747
ASV7339,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,1.609130864
ASV7340,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,1.637832698
ASV7341,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,2.113177479
ASV7342,Bacteria,Patescibacteria,Microgenomatia,Candidatus Gottesmanbacteria,NA,NA,1.964456466
ASV7343,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,2.005985138
ASV7344,Bacteria,Planctomycetota,NA,NA,NA,NA,2.660604306
ASV7345,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,1.803123953
ASV7346,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,3.571781083
ASV7347,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,1.684125116
ASV7348,Bacteria,WS2,NA,NA,NA,NA,2.467415146
ASV7349,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,2.002502963
ASV7350,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,3.661888085
ASV7351,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.114071686
ASV7352,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,1.664067123
ASV7353,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.496851896
ASV7354,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,1.621862028
ASV7355,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,2.252217506
ASV7356,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.815031209
ASV7357,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,NA,2.329083457
ASV7358,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.630325469
ASV7359,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,2.454973056
ASV7360,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,1.827929021
ASV7361,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,1.264088679
ASV7362,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.463911442
ASV7363,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,1.891786792
ASV7364,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,1.661861966
ASV7365,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,1.219800303
ASV7366,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,2.164257568
ASV7367,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.547495049
ASV7368,Bacteria,Chloroflexi,P2-11E,NA,NA,NA,2.539201102
ASV7369,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,2.512907327
ASV7370,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,1.809280729
ASV7371,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,1.551222078
ASV7372,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,3.970495622
ASV7373,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,1.624927342
ASV7374,Bacteria,NA,NA,NA,NA,NA,3.122144876
ASV7375,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,1.756040727
ASV7376,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,2.45191038
ASV7377,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,2.297580404
ASV7378,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.303885265
ASV7379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,1.618756264
ASV7380,Bacteria,NA,NA,NA,NA,NA,2.551646795
ASV7381,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,7.390691105
ASV7382,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,2.249860209
ASV7383,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,2.528131407
ASV7384,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,2.380146292
ASV7385,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,2.644178126
ASV7386,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.76373738
ASV7387,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,2.364440836
ASV7388,Bacteria,NA,NA,NA,NA,NA,1.543471103
ASV7389,Bacteria,Planctomycetota,OM190,NA,NA,NA,1.869534033
ASV7390,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,2.432148691
ASV7391,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,3.04265373
ASV7392,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,2.035516693
ASV7393,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.170211296
ASV7394,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.546569924
ASV7395,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,1.748001979
ASV7396,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.597982763
ASV7397,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisphaera,2.879195395
ASV7398,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,1.517382847
